Field,Abstract
of our methodology the feasibility of this technological platform was partially demonstrated through several successfully performances author,Art
encontrar relaciones entre los encabezamientos que se asignan a una obra monogrfica es un problema histrico en el mbito de bsqueda y recuperacin de informacin por un lado los documentos rara vez pueden ser representados con un solo tema por otro el nmero de temas que se puede asignar a una obra es virtualmente infinito green 2001 en la interseccin de las humanidades digitales y la bibliotecologa han existido diversos esfuerzos por mejorar la calidad de las ontologas de estos temas nurmikko fuller et al 2016 su evaluacin harper 2016 y visualizacin duguid 2015 sin embargo a nuestro conocimiento no se han hecho estudios que aprovechen mtodos innovadores para indagar relaciones entre los encabezamientos de materia en esta comunicacin breve presentamos los resultados preliminares de un primer acercamiento al tema que aprovecha el rea de especialidad de cada participante del equipo humanidades digitales ciencia de datos y bibliotecas para analizar 249 899 registros de una de las colecciones ms importantes de ciencias sociales y humanidades de amrica latina la del catlogo de la biblioteca daniel coso villegas de el colegio de mxico author,Art
this paper presents the outcomes of a multidisciplinary study conducted on the fresco palimpsest of the byzantine oratory region c of the catacombs of saint lucia in syracuse the 3d model was integrated with data from investigations made with portable x ray fluorescence spectroscopy pxrf and technical photography tp in order to obtain a unified representation of the knowledge acquired the different layers of the frescoes present in the palimpsest could then be individually identified and characterized using the data extracted from the model the arcosolium examined here is an illustrative case study characterized by clear artistic and archaeological stratifications author,Art
the field of art conservation and art history has applied spectral imaging since the early 1990s the spectral range explored has been from the microwave through the infrared ir visible and ultraviolet uv to x ray using both reflectance and fluorescence techniques and in the case of x rays also transmission spectroscopy this work investigates the potential for uncovering inner structures of painted works of art on a macroscopic level by using standard medical x ray equipment more particularly multi energy digital x ray transmission radiographic imaging such x ray images might also generate additional spectral channels to their ir vis uv range counterparts although medical equipment x ray sources generate a broad photonic spectrum it turns out that there might still be valuable information in the x ray spectrum author,Art
inspired by contemporary arts we strive to apply visual techniques and concepts to the rendering of acousmatic and electroacoustic music scores over new and old media in fact the changed role of the score in music offers the opportunity for considering it as an object of art in itself since it can and should be shared with and be enjoyed by the audience while maintaining its usefulness to the composer as well as to the eventual instrumentalists in particular we consider lenticular media for the rendering of multiple parts scores or even of three dimensional scores furthermore we consider techniques related to the perception of color contrast for the rendering of simple geometric objects such as lines and curves with artistic nuances the main point brought about by this paper is a reflection on how visual art styles and graphic design can be bent to represent structural elements of the score while keeping their meaning alive and making their look pleasant author,Art
this paper discusses space and visual sign in case of museum exhibition the topic is drawn from the case of a famous painting the mona lisa which is collected and long timely exhibited in the louvre the spatial pattern in the louvre can be summarized as three dimensional multi layer spatial pattern exhibits are put orderly according to their ages and types to help people find the mona lisa easily a set of visual signs are well marked from the entrance hall to the location of the mona lisa the case of space and visual sign in the louvre arouses our deeply thought we should adjust measures to local conditions and take more care of evidences needs author,Art
we can t say what color is but we know what happens if after a shock to the nape we cease to see the colors some neuro scientists like oliver sacks have explained such matter by observing a painter suddenly turned blind to colors who went on living with the memory of colors that he was no longer able to see and the people from a small atoll in micronesia decimated by a tsunami wave who after some time had selected its population in one half capable of seeing colors and committed to agriculture and a half blind to colors committed to nightly fishing n to seek an answer we can say that color is not a phenomenon of light but rather a perception and elaboration of our brain but let s consider the first case n following a car crash an american painter bangs his head against the windscreen of his car no visible damages only a small disappointment apologies from the driver of the other car these things happen apparently n but that very evening and still more the morning after that painter r became aware that he was no longer seeing colors the world around him was suddenly empty of any chromatic stimulus a world suddenly and completely gray this is the first word a world awfully dirty this is the second sensation for something almost inconceivable for a painter nearly deadly even gray is a color but such sudden monochrome shutoff is a dead color the image of a world that can t be lived in n the painter r is suddenly become blind to colors he can t see other than the ghosts of a light surrounded by blurred shadows now nearer now farther starting from a black now present and a moment later absent a going till a concentration of stunning light beams almost glaring n an experience such as this one can t be really shared or described besides the sensation of an absurd and unmotivated torture almost an experience of death with respect to a mystery that human beings have in common with butterflies the ability to see colors n we can only try to understand how it feels the painter r moves along a sort of fog that comes and goes independently from his movements in the space of a room or outside hesitating from time to time for fear of stumbling or trampling on something rotten n the outer aspect of things and people even those who are more familiar is completely changed and became dumb and hostile the outline of the things and of the faces was vague and indefinite and this uncertainty turned any visual interest into something unpleasant and disappointing anything and any action becomes wrong and artificial but most of all it becomes sort of stained impure the painter for example couldn t stand the change in the features of other people and even the aspect of his own face in the mirror that appeared like an empty window with a person of smoke inside n the complexion of the people around him including his own and that of his wife was horribly gray and unrecognizable the color of the skin in all its possible shades appeared like dirty paper worn out linen lacerated by terrible dirt the color tv set was an unbearable atrocity not even comparable to the reassuring black and white of old movies n food was a horrible litter after a long abstinence from food that almost lead him to consumption the painter r surrendered to eat blindfolded relying on the memory of smell and flavor because the pleasure of seeing a tasty dish was lost forever all this only because of the lack of the colors n the painter luckily maintained a sort of memory of colors that despite a sense of absence and detachment from the world allowed him to imagine always blindfolded a pleasant sensation of reunion to the colorful forms of his former chromatic life poor comfort which however he didn t want and couldn t give up and by contrast even conceiving to commit suicide when facing the despair of continuing to live in such a condition n in his brain and not in his eyes something very serious had happened he following an injury had lost the knowledge and sensation of color while retaining the awareness almost obsessive of the lost color which just like any loss became more and more the absolute meaning of vision not only a quality but the truth of vision itself n the painter r was victim of a rare yet possible event just like an invisible bullet had hit and damaged forever the internals of his two beans causing a paralysis the ability of seeing colors results indeed essential for human activities much more than monochrome vision that is typical of most of mammals n the reason why human beings are capable of seeing color remains a mystery and we can only imagine what would happen when such ability is lost our painter was prey to despair birds and snakes are capable of a four color sight human beings had once the same capability until in the struggle for survival the vision of two of the colors was lost and later on a third one was regained this is how today human beings are capable of a three colors perception just like the monitor of common computers r red g green b blue that the most advanced technology completes with y yellow n however the attention and the disposition of humans for colors seems to be perfectly aligned with human evolution and intelligence it may sound impossible but 77 000 years ago in blombos cave south africa primitive people were able to manufacture and collect a huge amount of colored sticks decorated with geometric motifs presumably used for body painting the aesthetic attitude towards the world becomes their ability to survive in the race to evolution letting at the same time their brain cortex grow through colors author,Art
prussian blue ferric hexacyanoferrate ii discovered accidentally in 1706 in berlin by johann jacob diesbach 1 and johann konrad dippel 2 remains an intensively investigated material currently more than 200 scientific publications with prussian blue as a research subject are published annually johann leonhard frisch see below and diesbach produced prussian blue in the years following the invention 3 author,Art
fur die koordination von terminen mit mehreren beteiligten existiert mittlerweile eine vielzahl an werkzeugen die unterstutzung von smartphones ist jedoch bei vielen systemen noch nicht zufriedenstellend an die moglichkeiten und beschrankungen dieser plattformen angepasst mit teaco http teaco imis uni luebeck de entwickelte lohrenz 2009 eine webbasierte anwendung zur terminkoordination die derart strukturiert ist dass erweiterungen insbesondere andere darstellungen beispielsweise fur die nutzung auf geraten mit kleineren displays auf einfache weise modular erganzt werden konnen teaco stellt eine zentrale ubersicht fur die planung einzelner termine beliebiger gruppen bereit in der nach dem erstellen eines meetings durch einen initiator die gesamte planung jederzeit von allen teilnehmern eingesehen und erganzt werden kann zentraler aspekt ist hierbei die moglichkeit terminvorschlage zu erzeugen und die verfugbarkeit der einzelnen teilnehmer abzufragen und zu visualisieren des weiteren konnen details wie z b die agenda in form von kommentaren diskutiert und weitere teilnehmer eingeladen werden zum abschluss der planung kann eine e mail mit den beschlossenen eckdaten in textform und als icalendarattachment an alle teilnehmer versandt werden author,Art
extensive research in colour naming has been more focused on a small number of consensual colour categories than towards the development of more subtle colour identifications gage 1993 berlin kay 1969 but how can we communicate basic and more delicate colour names within and between different cultures in an agreeable way n nthis workshop intends to bring attendees up todate with the findings of a multi lingual colour naming study conducted over the internet mylonas macdonald 2010 mylonas et al 2010 participants will have the opportunity to play a colour communication card game and win fine art prints illustrated by valero doval mylonas 2010 drawing on that experience your cognitive aspects of colour will be compared with the responses of thousands of participants and for the very first time you will be able to explore an innovative online application beta designed to facilitate colour communication over the world wide web multiple factors that influence colour categorisation will be discussed with visual examples macdonald mylonas 2010 this international workshop should be of interest of those associated with colour technology colour in art and design experimental psychology computer vision linguistics and communication studies n nthe online colour naming experiment is currently translated in english greek spanish german catalan italian chinese mandarin with over 2500 participants mylonas macdonald 2008 please note participation in the colour communication game will proceed on a first come first served basis author,Art
today electronic scholarly articles are available freely at the point of use moreover bibliographic systems such as dblp acms digital libraries googles scholar and microsofts academicsearch provide means to search and analyze bibliographic information however one important information is typically incomplete wrong or even missing the affiliation of authors this type of information can be valuable not only for finding and tracking scientists using map interfaces but also for automatic detection of conflict of interests and in aggregate form for helping to understand topics and trends in science at global scale in this work in progress report we consider the problem of retrieving affiliations from few observed affiliations only specifically we crawl acms digital libraries for affiliations of authors listed in dblp then we employ multi label propagation to propagate the few observed affiliations through out a network induced by a markov logic network on dblp entries we use the propagated affiliations to create a visualization tool pubmap that can help expose the affiliations using a map interface to display the propagated affiliations furthermore we motivate how the information about affiliations can be used in publication summarization author,Art
this paper presents a methodology for tri dimensional object recognition with respect to images of the stereoscopic vision system integrated by standard digital cameras the methodology considered author,Art
in this paper we run our content based video genre classication system on the mediaeval evaluation corpus our system is based on several low level audio visual cues as well as cognitive and structural information the purpose of this evaluation is to assess our content based systems performance on the diversied content of the blip tv web video corpus which is described in detail in 5 author,Art
midi draw is an impressionistic medium in the makinga computer program for color drawing and writing linked to a midi based electronic synthesizer a series of robust prototypes of modestly varying functionality is being developed based on use in various contexts music composition art and creative writing at home and in the classroom integrated arts based teacher education and research on child development children artists musicians and teachers are influencing the design author,Art
la utilizacion de simuladores basados en realidad virtual proporciona una solucion a los diferentes inconvenientes del entrenamiento de operadores de maquinaria pesada entre las ventajas aportadas al ambito de formacion se encuentran la reduccion de riesgos laborales y costes economicos el incremento en la productividad y la utilizacion como herramienta objetiva de evaluacion este articulo presenta un sistema instruccional basado en simulacion para el entrenamiento de operadores de grua torre este simulador destaca por su enfoque formativo mediante la inclusion de material docente interactivo el aprendizaje en la maniobrabilidad de una grua torre a traves de un conjunto de ejercicios y circuitos de entrenamiento y la utilizacion de tecnicas de realidad virtual del estado del arte como shaders de iluminacion tecnicas de sombreado y avatares cooperativos que incrementan la experiencia de realismo obtenida se describe la arquitectura que compone el simulador el diseno del entorno virtual basado en openscenegraph el sistema de autoevaluacion y las caracteristicas de realismo del modelo dinamico de la grua como son la influencia del viento y las colisiones de los cables con otros objetos del entorno virtual el sistema se complementa con un puesto de instructor que facilita el control la evaluacion y la monitorizacion de los puestos de entrenamiento de un aula multipuesto author,Art
we show that a large and realistic face dataset can be built from news photographs and their associated captions our dataset consists of 44 773 face images obtained by applying a face nder to approximately half a million captioned news images this dataset is more realistic than usual face recognition datasets because it contains faces captured iin the wildi in a variety of congurations with respect to the camera taking a variety of expressions and under illumination of widely varying color faces are extracted from the images and names from the associated caption our system uses a clustering procedure to nd the correspondence between faces and associated names in news picture caption pairs the context in which a name appears in a caption provides powerful cues as to whether it is depicted in the associated image by incorporating simple natural language techniques we are able to improve our name assignment signicantly once the procedure is complete we have an accurately labeled set of faces an appearance model for each individual depicted and a natural language model that can produce accurate results on captions in isolation author,Art
the topic of photo equality in hardcopy technologies has been widely discussed from the beginning of digi tal printing until today photographic quality prints can be made on desk top printers with little compromises in per manence and performance the paper compares the status of ink jet prints in professional and desktop systems with commercial photography the gamut of typical ink jet dye and pigment based prints and the influence of using more than four metamerism channels was investigated in a 6 chan nel system the addition of green and orange leads to a similar increase in gamut as the addition of diluted cyan and magenta however multi level printing allows more continuous tone type tone reproduction and better im age quality diluted colorants provide the gamut gain in high lightness areas as light metamerisms are prevalent in pictorial images and natural scenes di luted metamerisms are more beneficial to metamerism and tone reproduction for a photo quality printing system than hexachrome metamerisms colorant sta bility considerations limit the ink dilu tions as very diluted metamerism dots may suffer from permanence defects photographic images may be dis played in areas with natural daylight tungsten light or fluorescent light they are expected to exhibit a neutral tone scale under all con ditions very bril liant colorants and certain pigments are shown to have appreciable metamerism metamerism which leads to unaccept able metamerism shifts under mixed il lumination author,Art
in recent decades rapid progress in technology and changes in media environment have made it possible to convey works of art to the masses even if it is hard to preserve the meaning of an original work of arts conception such problems have occurred particularly with respect to several asian nations whose works of art have a long history since they cause concern among lovers of such artworks as to whether or not they are willing to give up the meaning of their entire culture japan is among the forefront of such nations and is going through a period of trouble on whether it should give up its unique styles of art as a result of changes in life style consequently japan is taking pains to determine how to preserve its cultural traditions while at the same time taking steps in the right direction to take its place as one of the member nations of modern society in our research work we have attempted to graft traditional art and culture onto the new concept of media technology to enlarge the field of media art and to expresses works of art in the form of products that can be used in day to day life not simply as simple pieces of work in which mass media has no interest we also attempted to find ways to adopt art works to media and to this day and age escaping out of date techniques or artisans skills that remain useable today we not only show the techniques involved in creating works of art but also analyze how the media s re analysis of traditional art and culture affects the public and makes it reassess the meanings of works of art author,Art
the 1998 artwork posadaspace is a virtual world exhibited in a decorated computer kiosk the authors built it around the historic cartoon imagery of jose guadalupe posada and some other mexican art its aim is to investigate the appeal and narrative power of simple 2d sprites in defining and populating an interactive 3d world author,Art
people love to exchange stories stories provide a context for the events feelings ideas and relationships that make up the fabric of our daily lives when we describe an important experience in our life to another person we often shape it in the form of a story stories are a means of communication we are on the threshold of a revolutionary change in how people will communicate with each other and the environment a global wireless communications network coupled with computational devices that know where they are and are in contact with the network will knit together individuals and groups in ways we have never seen before these devices will employ speech recognition and synthesis algorithms for vision understanding and graphic synthesis and algorithms to extract meaning from text images and sounds when these devices mature they will be small portable wireless and ubiquitous they will have a deep impact on our cultures and our stories these technologies will not eliminate other more traditional media just as television did not eliminate film and film did not eliminate novels but they will open the door to new kinds of stories that can be told in new ways because these new approaches will rely heavily on underlying technologies it is exciting to try to anticipate new ways of storytelling in the hope that we can influence the development and engineering of those technologies to keep the doors of possibility and exploration wide open author,Art
this paper describes an ongoing project to digitally record reconstruct and repaint a 2000 year old painted roman statue from herculaneum italy the paper considers the archaeological potential for extremely detailed laser scanning and digital recreation of roman statuary and visualisation within a physically accurate context it focuses on the archaeological significance of the emerging technologies employed and their potential to illuminate our understanding of concepts such as roman aesthetics and the impact of spatial context on perception of statues author,Art
the ceramo metal restoration still forms the backbone of modern restorative dentistry despite many new systems this article discusses a unique ceramo metal system its advantages and clinical and technical applications teamwork between the dentist and the technician is emphasized ips classic ivoclar williams is a ceramic system with several exclusive features it encompasses color visions a computer generated shade system and the ips impulse modifier system allows the ceramist unlimited creativity in color development author,Art
interdisciplinary technologies allowing a comprehensive characterization of cancer cells are becoming increasingly important in the routine diagnostics and research of hematological neoplasms and in malignancies in general one of those methods is the fiction technique fluorescence immunophenotyping and interphase cytogenetics as a tool for the investigation of neoplasms this technique allows the simultaneous study of the basic morphology as well as immunophenotypic and genetic markers of tumor cells however the low number of fluorescent substances utilized in a single assay restricts the number of markers that can be studied by fiction recently a multicolor variant has been developed and termed m fiction which in addition to cellular morphology and immunophenotype allows the investigation of multiple chromosomal aberrations in only one assay in the present review we present a detailed overview on the conventional and multicolor fiction techniques and we discuss their multiple applications in the field of hematological neoplasms author,Art
the expansion of digital still cameras into the consumer market has provided opportunities for photographic amateurs to enjoy new digital imaging fuji photo film co ltd has started the fuji digital imaging service f di service from 1997 the f di dsc print service is one of the features which provides photographic prints from the data obtained by digital still cameras below the concept of the f di dsc print service is described and the algorithm adopted for printing is discussed since digital still cameras are developed such that the images will originally be displayed on crt monitors it is necessary to achieve new technical development for this particular service new algorithms including the scene color balance algorithm and the density correction algorithm are described the conditions necessary to obtain excellent prints are also explained author,Art
for an optimum quality control in newspaper printing patches printed with different combinations of cmyk should be colorimetrically measured however control strips with a large number of color patches cannot be included into the layout of newspapers due to the additional space they need moreover such control strips require a considerable amount of time for the measurement to overcome these problems it is preferable to print and to analyze only a few color patches and to obtain most information out of these a method using neural networks has been developed to predict color values of two and three color overprints from those of the primary inks as well as color values of the primary inks from the two and three color overprints the feature of the method is that spectra are predicted from which colorimetric values xyz and l a b and densitometric values are derived the accuracy of the predicted cielab values of the primaries from those of the overprints is typically within e ab i for the two color overprints and within e ab 2 for the three color overprints author,Art
alors que la recherche en interaction homme machine ihm produit nombre de tech niques d interaction pour ameliorer l utilisabilite des applications graphiques la plupart de nos interfaces restent des assemblages selon le modele wimp windows icons menus and pointing ce decalage peut s expliquer en partie par la difficulte pour les developpeurs d eva luer les gains de performance offerts par une technique dans un contexte reel afin d ameliorer cet etat de fait cet article propose une methodologie d evaluation combinant des aspects empi riques et predictifs pour augmenter la validite externe des resultats rapportes dans la litterature en ihm cette approche repose sur deux outils le modele cis complexity of interaction se quences et la plateforme touchstone et a pour but de permettre aux developpeurs d interfaces graphiques l exploration d un espace de conception dans lequel faire des choix informes author,Art
resumeles ecrans lcd sont de plus en plus souvent utilises pour afficher du texte destine a une lecture immersive la precision daffichage et la possibilite accrue du controle de limage de ces ecrans restent encore bien inferieures a celles des procedes dimpression papier le processus de conception numerique de fontes permet une precision peut etre jamais egalee dans lhistoire de la typographie cependant laffichage final sur ecran comporte de multiples facettes qui doivent etre comprises et maitrisees pour exploiter au mieux ce support cet article ne parle pas de lisibilite mais concerne uniquement la precision et les limitations de laffichage ecran les termes processus et contraintes techniques necessaires a la comprehension du sujet sont prealablement expliques sont ensuite effectues des tests daffichage bases sur quelques caracteristiques fondamentales comme le rendu des variations de graisses linclination les courbes et finalement la qualite des glyphes dans toute leur complexite finalement sur la base de ces observations sont elabores des conseils pour le dessin de caracteres destines a laffichage sur ecran a cristaux liquides author,Art
rayleigh matches performed by 13 patients with schubert bornschein type congenital stationary night blindness with normal color vision revealed that they use consistently slightly more red light primary in order to achieve a brighter yellow match than a control group with normal color vision and visual acuity the matching differences between the two groups were statistically significant author,Art
comment ice cream dairymen imperiled by fda s recipe new adamha head expected to lead not just coordinate moratorium for the bowhead eskimo whaling on ice krch news amorphous silicon a new direction for semiconductors viral messenger structure some surprising new developments k reviews soviet sociology of science reviewed by y m rabkin the african buffalo j f eisenberg the biochemistry of smooth muscle r e davies books received and book order service ion affairs aaas annual elections reports radioactive wastes a comparison of u s military and civilian inventories h krugmann and f von hippel plant animal mutualism coevolution with dodo leads to near extinction of plant s a temple 26 august 1977 volume 197 no 4306 author,Art
out of the picture martha rosier the bowery in two inadequate descriptive systems by steve edwards cambridge mit press 2012 pp 122 32 color illustrations 35 00 cloth 16 00 paper even though the term postmodern remains a contested category of periodization aspects of its theoretical parameters appear fixed in myriad texts while scholars may grapple with the terms of an era that remains indeterminate in certain purviews ironically it seems an established enumeration of artists exists that exemplify the mood and aesthetic of the postmodern indeed whether neophyte or experienced scholar if one surveys texts pertaining to postmodernism one can readily establish a short list of artists considered canonical to the period so while the demarcation between modern and postmodern may remain elusive to some most accounts of feminism and postmodern art for example cite the resonance of cindy sherman s photo stills and self portraits mary kelly s post pa rtu m docu ment 1973 79 and barbara kruger s photo collage your gaze hits the side of my face 1981 though invariably texts will also include citations of additional artists 1 likewise studies relating to photography and postmodernism typically contain a decisive list of artists within their pages hans haacke s shapolsfy et al manhattan real estate holdings 1971 victor burgin s between 1986 and sherrie levine s photographs of the work of male masters are often referenced in survey texts to explicate the qualities of postmodern photography 2as a photographer filmmaker and author whose work is typified as postmodern martha rosier is usually mentioned in these volumes her installation the bowery in two inadequate systems 1974 75 which is comprised of a series of forty five gelatin silver prints of text and images on twenty four backing boards is usually considered rosler s piece de resistance indicative of the postmodern aesthetic the bowery is described in many critiques as subjectless stark or cool and the subjects if there were any would be the bowery bums who are indexed only by their empty bottles and smashed cigarette packages the detritus working in tandem or against the images of the text rosler s bowery is often cited in monographs on postmodernism for shattering notions of representation and or for rosler s consideration of the tension between text and image as such the bowery is frequently named as a significant work of the 1970s according to steve edwards yet it has received no sustained gaze 6 at issue then for edwards whom readers might recognize from his work as an editor at both the oxford art journal and historical materialism or his books the maying of english photography allegories 2006f and photography a very short introduction 2006 4 is that analyses of rosler s work are inadequate themselves not only are they typically limited in their explanation of the project s theoretical resonance but the bowery s inclusion in said surveys usually functions as a marker of the shift from one paradigm to another warranting a couple of sentences a paragraph at most just enough to make the point before moving on to the next object and the next topic 6 it is not difficult to locate evidence to back this particular claim in linda hutcheon s the politics of postmodernism 1989 for example rosier and the bowery receive many quick one line mentions as well as one longer analysis that is approximately three paragraphs likewise rosler s body of work warrants two separate one line mentions in jacques ranciere s the future of the image 2007 5 but these relate to her photomontages and not the bowery neither rosier nor the bowery are cited once in the 350 page authoritative guide of postmodernism titled the routledge companion to postmodernism 2001 nor is rosler s body of work mentioned in postmodernism 2001 by eleanor heartnev part of the import then of edwards s analysis of the bowery is that his book performs a sustained read of the installation one that is complemented by biographical information about rosier such as her association with the san diego group her knowledge of language poetry her familiarity with the work of theorists such as herbert marcuse and bertolt brecht and the relationship of her work to jean luc godard and other avantgarde filmmakers author,Art
ahnlichkeitsanfragen an bilddatenbanken sind bis heute problematisch geblieben eines der hauptprobleme ist die semantische lucke zwischen digitaler und visueller ahnlichkeit ein weiteres problem ist der fluch der hohen dimensionen der aufgrund der vielen dimensionen der bild feature vektoren auftritt auswirkungen sind hohe kosten fur die ahnlichkeitssuche und eine langwierige nutzer computer interaktion die oft in einer kleinen unbefriedigenden bildmenge stagniert das vorliegende konzept zum durchsuchen einer bilddatenbank soll vorzuge bekannter strategien nutzen und neben einem umfassenden einblick des nutzers in die datenbank moglichst kurze antwortzeiten wahrend der interaktionen unterstutzen bei der suche bestimmt der nutzer zwei bilder die fur ihn ahnlich und relevant sind durch projektion werden die bilder im vektorraum zueinander gebracht wird die projektion auf samtliche bilder der datenbank angewendet wird der vektorraum um eine dimension reduziert dadurch kommen sehr weit entfernte bilder in den betrachtungskreis des nutzers der nutzer kann so schnell einen uberblick uber den datenbestand erhalten ziel ist ein retrievalsystem mit kurzen antwortzeiten dass ein browsendes navigieren erlaubt und dabei die vielfalt moglicher ahnlichkeiten nicht einschrankt author,Art
usando algoritmos de procesamiento de imagenes y deteccion de movimientos se logro obtener la posicion de dos moviles y de dos obstaculos fijos en un escenario en el cual se controlan las condiciones de color de los mismos para tal fin se implementaron tres algoritmos el primero de ellos se basa en los gradientes espacial y temporal para realizar la deteccion de los bordes de los objetos en movimiento dentro de la escena el segundo es una deteccion en color con la cual se identifica el color de los moviles y el tercero se basa en correlacion de imagenes para realizar la busqueda del objeto en movimiento la deteccion de los obstaculos objetos estaticos para los tres algoritmos se realizo por medio de reconocimiento de un color caracteristico en los obstaculos despues de detectados los objetos de interes en la escena se realiza su localizacion en la imagen por medio del centroide para posteriormente entregar su posicion y orientacion en unidades de longitud palabras clave analisis dinamico de imagenes color correlacion gradientes identificacion segmentacion author,Art
in the window of a private art galley in tel aviv i notice a large square painting which arrests attention by its very ugliness considering its color design and composition the artist is no amateur some people who are looking at it turn away in disgust others find it interesting and are ready to discuss it dispassionately what is my reaction before describing the actual painting i put myself in the skin of a young painter who loathes our society who utterly disagrees with the inhuman establishment and furiously condemns it how could he pictorially communicate this thoughts and feelings by what symbol could he show us how a powerful action would sweep away all the dirt produced in this society from which he feels so alienated an artist such as this might paint a man sitting on the toilet and by pulling the chain quickly flushing away all that is noxious it would not be a delicate motif perhaps more suitable for a pencilled caricature and with whatever artistry he painted this picture probably nobody among those in favour of the status quo of our world would buy it could a painter with such a work possibly communicate to his contemporaries something as important as for instance zola did with his article j accuse in the dreifus affair a painting such as we have described would shock the bourgeois but hardly influence a single person to achieve greater social awareness and could a rebel afford to pay is0 pounds for it to judge by certain written and pictorial decorations in many young people s rooms the painter would perhaps like to hang it in his author,Art
here s how it would work you would be asked in a computerized exhibit to choose your favorite actor or a character in a specific shakespearean scene then a filmed image of the character or actor you chose would appear on a large wall screen and begin addressing his or her lines directly to you when your turn to speak comes all you would then do is to read out the lines scrolling by at the bottom of the screen as you acted your heart out your performance would be recorded by a hidden video camera author,Art
paintings have some sensibility information to human hearts it is expected in paintings to process such sensibility information by computers effectively for appreciation of paintings grouping of paintings with similar sensitivity will be helpful to visitors as in painting gallery in this paper we developed a distance measure to group and classify similar paintings further we applied the self organizing method som by two layered neural network to classify paintings then the attributes of the sensibility of paintings are checked first next color attributes of paintings are also checked paintings data with these attributes were computed by applying these techniques relatively well grouped results for the classification of paintings were obtained by the proposed method author,Art
dreidimensionale doppler echokardiographische verfahren liefern eine vielzahl hochwertiger qualitativer und quantitativer diagnostischer informationen die fur die operationsplanung und die funktionelle auswertung der operationsergebnisse von groser bedeutung sind ein fur diesen zweck neuentwickeltes auswertesystem wird kurz vorgestellt auserdem werden ergebnisse von in vivo und in vitro studien zur untersuchung verschiedener methoden der regurgitationsvolumetrie prasentiert author,Art
actualmente una de las formas de dar a conocer informacin en grandes organizaciones es a travs de corchos que se encuentran localizados en puntos estratgicos donde esta informacin es visible por la mayora de los usuarios tomamos como caso de estudio nuestra universidad en donde encontramos que estos corchos lucen saturados de informacin por lo que resulta engorroso localizar informacin lo anterior nos ha motivado a proponer un sistema que mediante pantallas electrnicas pblicas se ayude a los usuarios a localizar fcilmente la informacin ms relevante para sus actividades para lo anterior se propone utilizar la tcnica de visualizacin de pared en perspectiva 1 author,Art
acknowledging that listening is a phenomenal process the subjectivity of listening should be considered an important and crucial factor that can be discussed and explained by phenomenological approaches this paper examines two listening processes perceiving and imagining as the main correlates of the listening process in which listeners engage with ea music it also discusses phenomena of soundimages the product of the two listening processes and explains what we as listeners imagine and how we imagine when we listen to electroacoustic music this argument lays the groundwork for a quaternary framework for electroacoustic listening in which listeners employ a comprehensive electroacoustic listening mechanism called acousmatic reasoning 1 imagining a listener analyses of music presuppose a listener the way that one approaches and talks about music is closely dependent on who is doing the listening understandably however identifying the listener in analysis is not a simple task as discussed by sloboda 7 and cross 3 and electroacoustic music confounds this task even further as listeners are engaged in more than musical listening gaver 4 separated musical listening from everyday listening in which the identity of an object comes to us almost instantly through the objects various features the initial stimulus of which leads us to seldom question an objects affordance separating musical from everyday listening however raises a thorny question in electroacoustic music for not only does it help listeners employ musical listening electroacoustic music may also succeed in inviting them back to the everyday world through the capturing and suggestive presentation of everyday sounds nevertheless the absence of visual and tactile information through which listeners often confirm their perceptions makes the experience incomplete the information needed to make the affordance of everyday things and experiences is as a whole inadequate and the experience difficult to accept how do listeners cope with the absence of other sense information when listening to electroacoustic music gibson argues that when faced with inadequate information our perceptual system hunts 5 and the unsuccessful hunt for additional information leads to a suspension of judgment and furthermore to a decision to cease hunting for additional cues as assumptions inferences or guessing comes into play although what gibson proposes may be in accord with the way we cope with the real world surrounding us it seems that what the listener does while listening to music is more than an assumption an inference or a guess the electroacoustic listener is engaged with the music not out of a search for truth or survival but for the pleasure of the process consequently i argue that this difference makes of listening a different situation one more intentionally creative in which the listener imagines 2 imaginal listening a thorough and passionate account of imagining is given by edward casey in his book imagining casey argues that imagination is an unpopular if not controversial subject that has either been unfairly criticized and summarily dismissed as to its role in more rational or quantitative disciplines or celebrated by disciplines like psychology and philosophy for the mysteries it might reveal 1 but this is not what casey and i mean by imagination imagining as the process of imagination is distinguished from hallucinations or illusions by the way it immediately connects our experience to phenomena and in turn works to direct our mental activities back to what is happening to us and around us at any moment quite telling is his argument that imagining does not provide us with anything we do not know because imaginative experience is inherently circular we imagine not something new but a new way to think about that which we already know 1 this is as i believe casey contends the power of imagininga power not present in other mental acts often misunderstood as imagining the encounter with aural perception that luciers i am sitting in a room for example is an experience resulted from two human processes different in kind one concerned with perceiving and another with imagining even though we perceive the sound of luciers voice gradually disintegrated into the reverberant sound of the room it is our imagining that leads us back to the works proceedings of the international computer music conference icmc 2009 montreal canada august 16 21 2009 author,Art
